"year","name","n"
2011,"Kristelle",14
2011,"Kristen",436
2011,"Kristi",29
2011,"Kristian",507
2011,"Kristiana",69
2011,"Kristianna",20
2011,"Kristie",30
2011,"Kristijan",5
2011,"Kristin",163
2011,"Kristina",437
2011,"Kristine",108
2011,"Kristjan",6
2011,"Kristobal",6
2011,"Kristof",7
2011,"Kristofer",96
2011,"Kristoff",12
2011,"Kristoffer",31
2011,"Kriston",8
2011,"Kristopher",532
2011,"Kristos",5
2011,"Kristy",69
2011,"Kristyan",5
2011,"Kristyana",5
2011,"Kristyn",38
2011,"Kristyna",8
2011,"Krisztian",5
2011,"Krithi",14
2011,"Krithik",20
2011,"Krithika",13
2011,"Kriti",20
2011,"Kritika",13
2011,"Kriz",5
2011,"Kron",6
2011,"Krosby",12
2011,"Kross",13
2011,"Kroy",8
2011,"Krrish",6
2011,"Kru",13
2011,"Krue",35
2011,"Krupa",9
2011,"Kruse",8
2011,"Kruz",117
2011,"Kruze",14
2011,"Krymson",5
2011,"Kryslynn",7
2011,"Krysta",42
2011,"Krystal",364
2011,"Krystalyn",10
2011,"Krystel",54
2011,"Krystell",9
2011,"Krystelle",12
2011,"Krysten",23
2011,"Krystian",77
2011,"Krystiana",17
2011,"Krystin",18
2011,"Krystina",33
2011,"Krystine",7
2011,"Krystopher",22
2011,"Krystyna",12
2011,"Krzysztof",9
2012,"Kraig",13
2012,"Kratos",8
2012,"Kraven",11
2012,"Krayton",10
2012,"Kree",18
2012,"Kreed",22
2012,"Krew",73
2012,"Krimson",9
2012,"Krimsyn",7
2012,"Kris",83
2012,"Krisalyn",7
2012,"Krish",251
2012,"Krisha",84
2012,"Krishan",11
2012,"Krishang",11
2012,"Krishaun",10
2012,"Krishav",10
2012,"Krishay",5
2012,"Krishika",7
2012,"Krishiv",39
2012,"Krishna",105
2012,"Krishon",6
2012,"Krislyn",34
2012,"Krislynn",25
2012,"Krispin",5
2012,"Kriss",8
2012,"Krissa",15
2012,"Krissia",8
2012,"Krissie",6
2012,"Krissy",17
2012,"Krista",177
2012,"Kristabella",7
2012,"Kristabelle",8
2012,"Kristal",72
2012,"Kristalyn",17
2012,"Kristalynn",8
2012,"Kristan",9
2012,"Kristel",47
2012,"Kristell",14
2012,"Kristelle",9
2012,"Kristen",440
2012,"Kristhian",5
2012,"Kristi",25
2012,"Kristian",498
2012,"Kristiana",53
2012,"Kristianna",13
2012,"Kristiano",5
2012,"Kristie",31
2012,"Kristijan",5
2012,"Kristin",155
2012,"Kristina",406
2012,"Kristine",102
2012,"Kristion",8
2012,"Kristjan",6
2012,"Kristof",7
2012,"Kristofer",76
2012,"Kristoff",11
2012,"Kristoffer",26
2012,"Kriston",13
2012,"Kristopher",527
2012,"Kristy",91
2012,"Kristyn",45
2012,"Kristyna",9
2012,"Krithi",15
2012,"Krithik",27
2012,"Krithika",7
2012,"Kriti",13
2012,"Kritika",9
2012,"Kriya",9
2012,"Kron",6
2012,"Krosby",10
2012,"Kross",12
2012,"Kroy",34
2012,"Krrish",5
2012,"Kru",11
2012,"Krue",28
2012,"Kruse",7
2012,"Kruthi",7
2012,"Kruz",105
2012,"Kruze",29
2012,"Krymson",8
2012,"Kryslynn",9
2012,"Krysta",32
2012,"Krystabella",5
2012,"Krystal",325
2012,"Krystalyn",8
2012,"Krystalynn",11
2012,"Krystel",37
2012,"Krystell",7
2012,"Krystelle",5
2012,"Krysten",28
2012,"Krystian",55
2012,"Krystiana",14
2012,"Krystin",15
2012,"Krystina",46
2012,"Krystine",6
2012,"Krystle",8
2012,"Krystopher",15
2012,"Krystyna",5
2012,"Krzysztof",6
2013,"Kratos",11
2013,"Krayton",10
2013,"Kree",122
2013,"Kreed",26
2013,"Kreelynn",5
2013,"Kreighton",10
2013,"Krew",86
2013,"Kreyton",5
2013,"Krimson",6
2013,"Krina",8
2013,"Kripa",5
2013,"Kris",79
2013,"Krisalyn",9
2013,"Krisette",8
2013,"Krish",235
2013,"Krisha",73
2013,"Krishan",11
2013,"Krishang",12
2013,"Krishav",12
2013,"Krishawn",5
2013,"Krishay",5
2013,"Krishen",5
2013,"Krishika",6
2013,"Krishiv",28
2013,"Krishna",92
2013,"Krishon",6
2013,"Krislyn",44
2013,"Krislynn",31
2013,"Kriss",5
2013,"Krissa",15
2013,"Krissi",5
2013,"Krissy",12
2013,"Krista",142
2013,"Kristabella",7
2013,"Kristal",54
2013,"Kristalyn",12
2013,"Kristalynn",9
2013,"Kristan",7
2013,"Kristapher",5
2013,"Kristel",27
2013,"Kristell",15
2013,"Kristelle",6
2013,"Kristen",391
2013,"Kristi",20
2013,"Kristian",451
2013,"Kristiana",52
2013,"Kristianna",24
2013,"Kristiano",5
2013,"Kristie",21
2013,"Kristin",143
2013,"Kristina",353
2013,"Kristine",100
2013,"Kristion",5
2013,"Kristjan",5
2013,"Kristof",5
2013,"Kristofer",49
2013,"Kristoff",7
2013,"Kristoffer",22
2013,"Kriston",6
2013,"Kristopher",491
2013,"Kristy",88
2013,"Kristyn",34
2013,"Krithi",8
2013,"Krithik",20
2013,"Krithika",12
2013,"Kriti",17
2013,"Kritika",15
2013,"Kriya",6
2013,"Kroix",7
2013,"Krosby",12
2013,"Kross",23
2013,"Kroy",40
2013,"Krrish",8
2013,"Kru",11
2013,"Krue",29
2013,"Kruise",5
2013,"Krupa",7
2013,"Kruz",125
2013,"Kruze",43
2013,"Krymson",8
2013,"Kryslyn",5
2013,"Krysta",28
2013,"Krystal",299
2013,"Krystalyn",7
2013,"Krystel",16
2013,"Krysten",32
2013,"Krystian",55
2013,"Krystiana",12
2013,"Krystin",10
2013,"Krystina",34
2013,"Krystine",7
2013,"Krystopher",11
2013,"Krystyn",6
2013,"Krzysztof",6
2014,"Kraig",5
2014,"Kratos",10
2014,"Kraven",7
2014,"Krayton",8
2014,"Kree",71
2014,"Kreed",32
2014,"Krew",87
2014,"Krimson",18
2014,"Krimsyn",5
2014,"Krina",8
2014,"Kripa",6
2014,"Kris",80
2014,"Krisalyn",8
2014,"Krisean",5
2014,"Krisette",7
2014,"Krish",194
2014,"Krisha",75
2014,"Krishaan",7
2014,"Krishal",5
2014,"Krishan",11
2014,"Krishang",6
2014,"Krishav",20
2014,"Krishawn",7
2014,"Krishay",6
2014,"Krishika",8
2014,"Krishil",5
2014,"Krishiv",39
2014,"Krishna",91
2014,"Krisley",5
2014,"Krislyn",38
2014,"Krislynn",34
2014,"Kriss",5
2014,"Krissia",7
2014,"Krisstopher",5
2014,"Krissy",18
2014,"Krista",117
2014,"Kristabel",5
2014,"Kristabella",5
2014,"Kristain",5
2014,"Kristal",40
2014,"Kristalyn",10
2014,"Kristalynn",5
2014,"Kristan",10
2014,"Kristel",32
2014,"Kristell",13
2014,"Kristen",348
2014,"Kristhel",6
2014,"Kristi",26
2014,"Kristian",433
2014,"Kristiana",49
2014,"Kristianna",27
2014,"Kristie",19
2014,"Kristin",133
2014,"Kristina",357
2014,"Kristine",88
2014,"Kristof",11
2014,"Kristofer",60
2014,"Kristoff",32
2014,"Kristoffer",15
2014,"Kristopher",462
2014,"Kristy",78
2014,"Kristyn",30
2014,"Krithi",12
2014,"Krithik",19
2014,"Krithika",5
2014,"Kriti",26
2014,"Kritika",13
2014,"Kriya",9
2014,"Kriyansh",5
2014,"Kroix",7
2014,"Kron",7
2014,"Krosby",12
2014,"Kross",18
2014,"Kroy",41
2014,"Krrish",5
2014,"Kru",10
2014,"Krue",28
2014,"Kruize",5
2014,"Kruthi",8
2014,"Kruz",145
2014,"Kruze",47
2014,"Krys",5
2014,"Kryslynn",5
2014,"Krysta",33
2014,"Krystal",259
2014,"Krystalyn",5
2014,"Krystel",16
2014,"Krystell",6
2014,"Krysten",21
2014,"Krystian",55
2014,"Krystiana",12
2014,"Krystianna",5
2014,"Krystin",12
2014,"Krystina",22
2014,"Krystine",5
2014,"Krystopher",11
2014,"Krystyna",5
2014,"Krzysztof",7
